r5, 0.0780537487138, 0.5626919514859,0, 0.1, 0.749, 0,
s5, 0.0406455680623, 0.53103887555,0, 0.1, 0.749, 0,
t5, -0.003476901424, 0.5248041787748,0, 0.1, 0.749, 0,
u5, -0.0639055009379, 0.5420694929216,0, 0.1, 0.749, 0,
v5, -0.0917218403967, 0.5766001212152,0, 0.1, 0.749, 0,
w5, -0.1022728657086, 0.6144878939263,0, 0.1, 0.749, 0,
z5, -0.1049752265615, 0.6721623404054,0, 0.1, 0.749, 0,
l4, 0.1131492231518, 0.6004582964383,0, 0.1, 0.749, 0,
m4, 0.1761644769806, 0.6525311802468,0, 0.1, 0.749, 0,
n4, 0.2494053028384, 0.6833694227133,0, 0.1, 0.749, 0,
o4, 0.4318649040983, 0.5465247217684,0, 0.1, 0.749, 0,
p4, 0.4909715354924, 0.613340913779,0, 0.1, 0.749, 0,
q4, 0.478122267798, 0.6403243759372,0, 0.1, 0.749, 0,
r4, 0.4492114154857, 0.663453057787,0, 0.1, 0.749, 0,
s4, 0.503178339802, 0.6621681310176,0, 0.1, 0.749, 0,
t4, 0.5211673145741, 0.6975036171771,0, 0.1, 0.749, 0,
u4, 0.514742680727, 0.8427003421233,0, 0.1, 0.749, 0,
v4, 0.4787647311827, 0.854907146433,0, 0.1, 0.749, 0,
w4, 0.4472840253316, 0.9133713144423,0, 0.1, 0.749, 0,
z4, 0.4, 0.9,0, 0.1, 0.749, 0,
a5, 0.352841907778, 0.9320027525991,0, 0.1, 0.749, 0,
b5, 0.3046571539242, 0.9217233384437,0, 0.1, 0.749, 0,
c5, 0.2680367409953, 0.9275055089061,0, 0.1, 0.749, 0,
d5, 0.1324769668198, 0.8202141236582,0, 0.1, 0.749, 0,
e5, -0.0602620485956, 0.738621273799,0, 0.1, 0.749, 0,